x, y, theta, stamp, 
-2.058949277738975e-08, 2.4134257259333936e-08, -2.38566156238029e-07, 1729804882745472363, 
1.0125233984581428e-13, 2.842170943040401e-14, -1.552653197467758e-10, 1729804882905243768, 
1.0125233984581428e-13, 2.842170943040401e-14, -1.5483932901678078e-10, 1729804882956672976, 
1.0125233984581428e-13, 2.842170943040401e-14, -1.5514744695329915e-10, 1729804883004559216, 
3.500239529330429e-07, -4.102812454220839e-07, 4.052874367909156e-06, 1729804883054515258, 
0.00024869682965800166, 2.7766454877564684e-05, 0.00021552565398937228, 1729804883096360871, 
0.003902639728039503, 2.1843425201950595e-05, 0.0023417023933971232, 1729804883146491081, 
0.010309603065252304, -1.3875203876523301e-05, 0.0015015233879068306, 1729804883197477822, 
0.018714213743805885, 0.00021723454119637609, 0.0014414423142895647, 1729804883244781096, 
0.03183533251285553, 0.00046341813867911696, 0.0019206516679363705, 1729804883305658330, 
0.04507216811180115, 0.00044835504377260804, 0.0021204403727884333, 1729804883356357555, 
0.060181114822626114, 0.000508093973621726, 0.0011906303507964006, 1729804883403472579, 
0.10633181035518646, 0.0010094002354890108, 0.0010966967246130734, 1729804883545345825, 
0.13652421534061432, 0.001329735154286027, 0.0018338814124636792, 1729804883643984539, 
0.15476208925247192, 0.0012918735155835748, 0.0013556196952941996, 1729804883705561613, 
0.18464364111423492, 0.0017385336104780436, -9.552523943806445e-06, 1729804883803401136, 
0.2282593548297882, 0.001681301393546164, -0.0010805099819993658, 1729804883945352076, 
0.2580570578575134, 0.0018677576445043087, -0.0009875288877228686, 1729804884043449390, 
0.27292704582214355, 0.0018246881663799286, -5.6288333315802334e-05, 1729804884092988179, 
0.3219361901283264, 0.002204551827162504, 0.0008706568191734366, 1729804884252363134, 
0.35061973333358765, 0.002313255099579692, -0.0003500163373354367, 1729804884345482907, 
0.38116395473480225, 0.002556364517658949, -0.0002966124962171122, 1729804884446984697, 
0.4146452844142914, 0.002612139331176877, 0.0008863769678591157, 1729804884555586517, 
0.44353383779525757, 0.002702711382880807, 0.0006498754500948796, 1729804884651709813, 
0.47240662574768066, 0.0028731466736644506, 0.00022837001488331828, 1729804884745577333, 
0.5032095909118652, 0.0028142204973846674, 0.00039191822561601496, 1729804884845524784, 
0.5367413759231567, 0.0029479884542524815, 0.0005390167785331457, 1729804884955770735, 
0.5661411285400391, 0.0029587021563202143, 0.0010103516271512483, 1729804885051665431, 
0.5948166847229004, 0.0030328722205013037, 0.001085689009963775, 1729804885145875685, 
0.6248961687088013, 0.0034971926361322403, 0.0013169429287911226, 1729804885245982115, 
0.6586692929267883, 0.0037791647482663393, 0.001480491262042652, 1729804885355405352, 
0.6894177794456482, 0.004095049574971199, -0.0002627360676769172, 1729804885455595831, 
0.7171470522880554, 0.004201960749924183, -0.0002627364169180775, 1729804885545687903, 
0.747570812702179, 0.00440635671839118, 0.0004820447286686055, 1729804885645851547, 
0.781549870967865, 0.004730926360934973, 0.00048132734278275827, 1729804885755383937, 
0.8100309371948242, 0.004983742255717516, -0.0007724688766731466, 1729804885851561282, 
0.8364205956459045, 0.005193840712308884, -0.0020441519011807244, 1729804885949375462, 
0.8570494651794434, 0.005139487329870462, -0.0019325751852091548, 1729804886041272607, 
0.8789888024330139, 0.005117106717079878, -0.004358637859510361, 1729804886151419427, 
0.8957741856575012, 0.005044510122388601, -0.004286397442935438, 1729804886250484882, 
0.9093241095542908, 0.005111700389534235, -0.007988634169502032, 1729804886349394963, 
0.918399453163147, 0.005129611119627953, -0.008623748311795087, 1729804886440742887, 
0.9267318844795227, 0.004764406476169825, -0.012353395136528679, 1729804886555423240, 
0.933207631111145, 0.004827350843697786, -0.015303447616594634, 1729804886655378027, 
0.9384766817092896, 0.004792700055986643, -0.017278418523744735, 1729804886745375012, 
0.9433374404907227, 0.004771837033331394, -0.019931883817366273, 1729804886845437344, 
0.9475207328796387, 0.004638902377337217, -0.02656795928372201, 1729804886955409908, 
0.9513789415359497, 0.004542997106909752, -0.03396668443426951, 1729804887055384344, 
